Measurement mode: Multipole mode
Scanning path: 
Sr+360
****************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************
File name: IPM_1i2_dessus_r12
Date: 12.07.2018
Time: 16:44
Sample: 1mm
Gaussmeter: MMS-1A-RS
Hall probe: SENIS AG
Air gap: 1mm
Scanning resolution [µm]: 1000
Resolution rotation [°]:  0.1
Custom space line for Area scan: off
Probe offset X: -0.235mT;   Probe offset Y: -0.33mT;   Probe offset Z: -0.193mT;
Position offset X: 0mm;   Position offset Y: 0mm;   Position offset Z: 0mm;
Start position X=-11.999    Start position Y=-0.001    Start position Z=1    Start position R=67.808
System serial number:MMS-1A-RS
Probe serial number: F3A-03K02D-S.2T/01T/25KJ  238-17, Selected measurement range: 200 mT
Calibration date:
Coordinate system: Rot table
Probe angle position: 0 degrees
Filter is turned ON          Lower Cut Off: 2500
Linear speed: 13 mm/s          Rotation speed: 120 deg/s
Graph view for Diameter and Multipole mode for full rotation: Default
****************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************


           Slice	            Line	          X [mm]	          Y [mm]	          Z [mm]	  Rotation [deg]	         Bx [mT]	         By [mT]	         Bz [mT]	Rot. Enc [steps]	        Bxy [mT]	       Btot [mT]	Angle error [deg]	       Direction	         R [mm] 	          Z [mm]	     Theta [deg]	Probe temp [°C] 
           1.000	           1.000	         -11.999	          -0.001	           1.000	           3.600	         -11.021	          19.769	        -122.660	      -52400.840	          22.633	         124.731	             NaN	              R+	          11.999	           1.000	           3.600	          28.081
           1.000	           1.000	         -11.999	          -0.001	           1.000	           3.700	         -11.175	          20.561	        -122.849	      -52405.391	          23.402	         125.058	             NaN	              R+	          11.999	           1.000	           3.700	          28.120
           1.000	           1.000	         -11.999	          -0.001	           1.000	           3.800	         -11.251	          21.557	        -122.890	      -52409.942	          24.316	         125.272	             NaN	              R+	          11.999	           1.000	           3.800	          28.081
           1.000	           1.000	         -11.999	          -0.001	           1.000	           3.900	         -11.284	          22.411	        -122.931	      -52414.493	          25.091	         125.465	             NaN	              R+	          11.999	           1.000	           3.900	          28.163
           1.000	           1.000	         -11.999	          -0.001	           1.000	           4.000	         -11.326	          23.185	        -123.159	      -52419.044	          25.804	         125.834	             NaN	              R+	          11.999	           1.000	           4.000	          28.118
           1.000	           1.000	         -11.999	          -0.001	           1.000	           4.100	         -11.590	          24.055	        -123.048	      -52423.596	          26.701	         125.912	             NaN	              R+	          11.999	           1.000	           4.100	          28.090
           1.000	           1.000	         -11.999	          -0.001	           1.000	           4.200	         -11.661	          24.945	        -123.177	      -52428.147	          27.537	         126.217	             NaN	              R+	          11.999	           1.000	           4.200	          28.149
           1.000	           1.000	         -11.999	          -0.001	           1.000	           4.300	         -11.726	          25.771	        -123.203	      -52432.698	          28.314	         126.414	             NaN	              R+	          11.999	           1.000	           4.300	          28.142
           1.000	           1.000	         -11.999	          -0.001	           1.000	           4.400	         -11.873	          26.775	        -123.295	      -52437.249	          29.289	         126.726	             NaN	              R+	          11.999	           1.000	           4.400	          28.261
           1.000	           1.000	         -11.999	          -0.001	           1.000	           4.500	         -12.001	          27.569	        -123.365	      -52441.800	          30.068	         126.976	             NaN	              R+	          11.999	           1.000	           4.500	          28.106
           1.000	           1.000	         -11.999	          -0.001	           1.000	           4.600	         -12.108	          28.590	        -123.397	      -52446.351	          31.048	         127.244	             NaN	              R+	          11.999	           1.000	           4.600	          28.126
           1.000	           1.000	         -11.999	          -0.001	           1.000	           4.700	         -12.249	          29.548	        -123.370	      -52450.902	          31.987	         127.450	             NaN	              R+	          11.999	           1.000	           4.700	          28.117
           1.000	           1.000	         -11.999	          -0.001	           1.000	           4.800	         -12.371	          30.506	        -123.343	      -52455.453	          32.919	         127.660	             NaN	              R+	          11.999	           1.000	           4.800	          28.131
           1.000	           1.000	         -11.999	          -0.001	           1.000	           4.900	         -12.469	          31.477	        -123.466	      -52460.004	          33.856	         128.024	             NaN	              R+	          11.999	           1.000	           4.900	          28.157
           1.000	           1.000	         -11.999	          -0.001	           1.000	           5.000	         -12.636	          32.630	        -123.371	      -52464.556	          34.991	         128.237	             NaN	              R+	          11.999	           1.000	           5.000	          28.080
           1.000	           1.000	         -11.999	          -0.001	           1.000	           5.100	         -12.790	          33.642	        -123.403	      -52469.107	          35.991	         128.545	             NaN	              R+	          11.999	           1.000	           5.100	          28.071
           1.000	           1.000	         -11.999	          -0.001	           1.000	           5.200	         -12.934	          34.592	        -123.343	      -52473.658	          36.931	         128.753	             NaN	              R+	          11.999	           1.000	           5.200	          28.195
           1.000	           1.000	         -11.999	          -0.001	           1.000	           5.300	         -13.047	          35.591	        -123.382	      -52478.209	          37.907	         129.074	             NaN	              R+	          11.999	           1.000	           5.300	          28.120
           1.000	           1.000	         -11.999	          -0.001	           1.000	           5.400	         -13.060	          36.712	        -123.271	      -52482.760	          38.966	         129.283	             NaN	              R+	          11.999	           1.000	           5.400	          28.196
           1.000	           1.000	         -11.999	          -0.001	           1.000	           5.500	         -13.232	          37.866	        -123.107	      -52487.311	          40.112	         129.477	             NaN	              R+	          11.999	           1.000	           5.500	          28.117
           1.000	           1.000	         -11.999	          -0.001	           1.000	           5.600	         -13.355	          38.868	        -123.126	      -52491.862	          41.098	         129.804	             NaN	              R+	          11.999	           1.000	           5.600	          28.156
           1.000	           1.000	         -11.999	          -0.001	           1.000	           5.700	         -13.512	          39.929	        -122.968	      -52496.413	          42.153	         129.993	             NaN	              R+	          11.999	           1.000	           5.700	          28.163
           1.000	           1.000	         -11.999	          -0.001	           1.000	           5.800	         -13.641	          41.077	        -122.871	      -52500.964	          43.283	         130.272	             NaN	              R+	          11.999	           1.000	           5.800	          28.118
           1.000	           1.000	         -11.999	          -0.001	           1.000	           5.900	         -13.795	          42.085	        -122.723	      -52505.516	          44.289	         130.470	             NaN	              R+	          11.999	           1.000	           5.900	          28.175
           1.000	           1.000	         -11.999	          -0.001	           1.000	           6.000	         -13.938	          43.160	        -122.546	      -52510.067	          45.355	         130.670	             NaN	              R+	          11.999	           1.000	           6.000	          28.162
           1.000	           1.000	         -11.999	          -0.001	           1.000	           6.100	         -14.059	          44.392	        -122.379	      -52514.618	          46.565	         130.938	             NaN	              R+	          11.999	           1.000	           6.100	          28.048
           1.000	           1.000	         -11.999	          -0.001	           1.000	           6.200	         -14.187	          45.599	        -122.222	      -52519.169	          47.755	         131.220	             NaN	              R+	          11.999	           1.000	           6.200	          28.065
           1.000	           1.000	         -11.999	          -0.001	           1.000	           6.300	         -14.335	          46.623	        -121.963	      -52523.720	          48.777	         131.355	             NaN	              R+	          11.999	           1.000	           6.300	          28.157
           1.000	           1.000	         -11.999	          -0.001	           1.000	           6.400	         -14.453	          47.983	        -121.728	      -52528.271	          50.112	         131.640	             NaN	              R+	          11.999	           1.000	           6.400	          28.089
           1.000	           1.000	         -11.999	          -0.001	           1.000	           6.500	         -14.609	          49.072	        -121.477	      -52532.822	          51.201	         131.826	             NaN	              R+	          11.999	           1.000	           6.500	          28.121
           1.000	           1.000	         -11.999	          -0.001	           1.000	           6.600	         -14.748	          50.244	        -121.205	      -52537.373	          52.364	         132.033	             NaN	              R+	          11.999	           1.000	           6.600	          28.169
           1.000	           1.000	         -11.999	          -0.001	           1.000	           6.700	         -14.864	          51.454	        -120.935	      -52541.924	          53.558	         132.263	             NaN	              R+	          11.999	           1.000	           6.700	          28.143
           1.000	           1.000	         -11.999	          -0.001	           1.000	           6.800	         -14.982	          52.553	        -120.676	      -52546.476	          54.647	         132.473	             NaN	              R+	          11.999	           1.000	           6.800	          28.118
           1.000	           1.000	         -11.999	          -0.001	           1.000	           6.900	         -15.126	          53.750	        -120.313	      -52551.027	          55.838	         132.639	             NaN	              R+	          11.999	           1.000	           6.900	          28.120
           1.000	           1.000	         -11.999	          -0.001	           1.000	           7.000	         -15.252	          54.911	        -119.917	      -52555.578	          56.990	         132.770	             NaN	              R+	          11.999	           1.000	           7.000	          28.113
           1.000	           1.000	         -11.999	          -0.001	           1.000	           7.100	         -15.399	          56.100	        -119.500	      -52560.129	          58.175	         132.908	             NaN	              R+	          11.999	           1.000	           7.100	          28.140
           1.000	           1.000	         -11.999	          -0.001	           1.000	           7.200	         -15.566	          57.354	        -119.046	      -52564.680	          59.428	         133.055	             NaN	              R+	          11.999	           1.000	           7.200	          28.151
           1.000	           1.000	         -11.999	          -0.001	           1.000	           7.300	         -15.683	          58.732	        -118.454	      -52569.231	          60.790	         133.141	             NaN	              R+	          11.999	           1.000	           7.300	          28.079
           1.000	           1.000	         -11.999	          -0.001	           1.000	           7.400	         -15.740	          60.034	        -118.026	      -52573.782	          62.063	         133.349	             NaN	              R+	          11.999	           1.000	           7.400	          28.104
           1.000	           1.000	         -11.999	          -0.001	           1.000	           7.500	         -15.919	          61.219	        -117.572	      -52578.333	          63.255	         133.508	             NaN	              R+	          11.999	           1.000	           7.500	          28.152
           1.000	           1.000	         -11.999	          -0.001	           1.000	           7.600	         -16.049	          62.375	        -117.060	      -52582.884	          64.406	         133.609	             NaN	              R+	          11.999	           1.000	           7.600	          28.146
           1.000	           1.000	         -11.999	          -0.001	           1.000	           7.700	         -16.062	          63.554	        -116.483	      -52587.436	          65.552	         133.661	             NaN	              R+	          11.999	           1.000	           7.700	          28.120
           1.000	           1.000	         -11.999	          -0.001	           1.000	           7.800	         -16.218	          64.783	        -115.915	      -52591.987	          66.782	         133.776	             NaN	              R+	          11.999	           1.000	           7.800	          28.152
           1.000	           1.000	         -11.999	          -0.001	           1.000	           7.900	         -16.367	          65.980	        -115.266	      -52596.538	          67.979	         133.819	             NaN	              R+	          11.999	           1.000	           7.900	          28.156
           1.000	           1.000	         -11.999	          -0.001	           1.000	           8.000	         -16.500	          67.183	        -114.585	      -52601.089	          69.180	         133.849	             NaN	              R+	          11.999	           1.000	           8.000	          28.174
           1.000	           1.000	         -11.999	          -0.001	           1.000	           8.100	         -16.605	          68.386	        -113.897	      -52605.640	          70.373	         133.884	             NaN	              R+	          11.999	           1.000	           8.100	          28.192
           1.000	           1.000	         -11.999	          -0.001	           1.000	           8.200	         -16.647	          69.474	        -113.232	      -52610.191	          71.441	         133.885	             NaN	              R+	          11.999	           1.000	           8.200	          28.129
           1.000	           1.000	         -11.999	          -0.001	           1.000	           8.300	         -16.749	          70.717	        -112.467	      -52614.742	          72.673	         133.904	             NaN	              R+	          11.999	           1.000	           8.300	          28.108
           1.000	           1.000	         -11.999	          -0.001	           1.000	           8.400	         -16.854	          71.885	        -111.730	      -52619.293	          73.834	         133.922	             NaN	              R+	          11.999	           1.000	           8.400	          28.137
           1.000	           1.000	         -11.999	          -0.001	           1.000	           8.500	         -16.928	          72.954	        -111.006	      -52623.844	          74.892	         133.907	             NaN	              R+	          11.999	           1.000	           8.500	          28.158
           1.000	           1.000	         -11.999	          -0.001	           1.000	           8.600	         -16.912	          74.056	        -110.127	      -52628.396	          75.962	         133.784	             NaN	              R+	          11.999	           1.000	           8.600	          28.155
           1.000	           1.000	         -11.999	          -0.001	           1.000	           8.700	         -17.060	          75.269	        -109.285	      -52632.947	          77.178	         133.790	             NaN	              R+	          11.999	           1.000	           8.700	          28.192
           1.000	           1.000	         -11.999	          -0.001	           1.000	           8.800	         -17.169	          76.356	        -108.491	      -52637.498	          78.262	         133.774	             NaN	              R+	          11.999	           1.000	           8.800	          28.165
           1.000	           1.000	         -11.999	          -0.001	           1.000	           8.900	         -17.225	          77.325	        -107.731	      -52642.049	          79.220	         133.723	             NaN	              R+	          11.999	           1.000	           8.900	          28.081
           1.000	           1.000	         -11.999	          -0.001	           1.000	           9.000	         -17.242	          78.304	        -106.814	      -52646.600	          80.179	         133.559	             NaN	              R+	          11.999	           1.000	           9.000	          28.068
           1.000	           1.000	         -11.999	          -0.001	           1.000	           9.100	         -17.301	          79.432	        -105.885	      -52651.151	          81.295	         133.494	             NaN	              R+	          11.999	           1.000	           9.100	          28.128
           1.000	           1.000	         -11.999	          -0.001	           1.000	           9.200	         -17.355	          80.526	        -104.968	      -52655.702	          82.375	         133.432	             NaN	              R+	          11.999	           1.000	           9.200	          28.156
           1.000	           1.000	         -11.999	          -0.001	           1.000	           9.300	         -17.370	          81.451	        -104.078	      -52660.253	          83.282	         133.297	             NaN	              R+	          11.999	           1.000	           9.300	          28.121
           1.000	           1.000	         -11.999	          -0.001	           1.000	           9.400	         -17.426	          82.443	        -103.124	      -52664.804	          84.264	         133.173	             NaN	              R+	          11.999	           1.000	           9.400	          28.140
           1.000	           1.000	         -11.999	          -0.001	           1.000	           9.500	         -17.477	          83.476	        -102.085	      -52669.356	          85.286	         133.022	             NaN	              R+	          11.999	           1.000	           9.500	          28.165
           1.000	           1.000	         -11.999	          -0.001	           1.000	           9.600	         -17.509	          84.490	        -101.005	      -52673.907	          86.285	         132.842	             NaN	              R+	          11.999	           1.000	           9.600	          28.153
           1.000	           1.000	         -11.999	          -0.001	           1.000	           9.700	         -17.515	          85.323	        -100.030	      -52678.458	          87.102	         132.638	             NaN	              R+	          11.999	           1.000	           9.700	          28.127
           1.000	           1.000	         -11.999	          -0.001	           1.000	           9.800	         -17.489	          86.164	         -99.041	      -52683.009	          87.921	         132.436	             NaN	              R+	          11.999	           1.000	           9.800	          28.112
           1.000	           1.000	         -11.999	          -0.001	           1.000	           9.900	         -17.458	          87.028	         -98.024	      -52687.560	          88.762	         132.240	             NaN	              R+	          11.999	           1.000	           9.900	          28.122
           1.000	           1.000	         -11.999	          -0.001	           1.000	          10.000	         -17.505	          88.013	         -96.861	      -52692.111	          89.737	         132.041	             NaN	              R+	          11.999	           1.000	          10.000	          28.152
           1.000	           1.000	         -11.999	          -0.001	           1.000	          10.100	         -17.507	          88.847	         -95.848	      -52696.662	          90.555	         131.860	             NaN	              R+	          11.999	           1.000	          10.100	          28.167
           1.000	           1.000	         -11.999	          -0.001	           1.000	          10.200	         -17.488	          89.652	         -94.829	      -52701.213	          91.342	         131.666	             NaN	              R+	          11.999	           1.000	          10.200	          28.150
           1.000	           1.000	         -11.999	          -0.001	           1.000	          10.300	         -17.438	          90.480	         -93.695	      -52705.764	          92.145	         131.414	             NaN	              R+	          11.999	           1.000	          10.300	          28.121
           1.000	           1.000	         -11.999	          -0.001	           1.000	          10.400	         -17.382	          91.224	         -92.588	      -52710.316	          92.865	         131.136	             NaN	              R+	          11.999	           1.000	          10.400	          28.135
           1.000	           1.000	         -11.999	          -0.001	           1.000	          10.500	         -17.331	          91.943	         -91.483	      -52714.867	          93.563	         130.855	             NaN	              R+	          11.999	           1.000	          10.500	          28.159
           1.000	           1.000	         -11.999	          -0.001	           1.000	          10.600	         -17.317	          92.691	         -90.340	      -52719.418	          94.294	         130.586	             NaN	              R+	          11.999	           1.000	          10.600	          28.156
           1.000	           1.000	         -11.999	          -0.001	           1.000	          10.700	         -17.262	          93.367	         -89.294	      -52723.969	          94.949	         130.341	             NaN	              R+	          11.999	           1.000	          10.700	          28.172
           1.000	           1.000	         -11.999	          -0.001	           1.000	          10.800	         -17.185	          94.006	         -88.301	      -52728.520	          95.564	         130.113	             NaN	              R+	          11.999	           1.000	          10.800	          28.195
           1.000	           1.000	         -11.999	          -0.001	           1.000	          10.900	         -17.182	          94.671	         -87.153	      -52733.071	          96.217	         129.821	             NaN	              R+	          11.999	           1.000	          10.900	          28.180
           1.000	           1.000	         -11.999	          -0.001	           1.000	          11.000	         -17.153	          95.330	         -85.997	      -52737.622	          96.861	         129.528	             NaN	              R+	          11.999	           1.000	          11.000	          28.145
           1.000	           1.000	         -11.999	          -0.001	           1.000	          11.100	         -17.064	          95.972	         -84.858	      -52742.173	          97.477	         129.239	             NaN	              R+	          11.999	           1.000	          11.100	          28.121
           1.000	           1.000	         -11.999	          -0.001	           1.000	          11.200	         -16.954	          96.616	         -83.699	      -52746.724	          98.092	         128.948	             NaN	              R+	          11.999	           1.000	          11.200	          28.120
           1.000	           1.000	         -11.999	          -0.001	           1.000	          11.300	         -16.847	          97.235	         -82.525	      -52751.276	          98.683	         128.642	             NaN	              R+	          11.999	           1.000	          11.300	          28.115
           1.000	           1.000	         -11.999	          -0.001	           1.000	          11.400	         -16.761	          97.788	         -81.322	      -52755.827	          99.214	         128.283	             NaN	              R+	          11.999	           1.000	          11.400	          28.088
           1.000	           1.000	         -11.999	          -0.001	           1.000	          11.500	         -16.672	          98.305	         -80.160	      -52760.378	          99.709	         127.935	             NaN	              R+	          11.999	           1.000	          11.500	          28.071
           1.000	           1.000	         -11.999	          -0.001	           1.000	          11.600	         -16.583	          98.806	         -79.024	      -52764.929	         100.187	         127.602	             NaN	              R+	          11.999	           1.000	          11.600	          28.088
           1.000	           1.000	         -11.999	          -0.001	           1.000	          11.700	         -16.499	          99.287	         -77.930	      -52769.480	         100.649	         127.292	             NaN	              R+	          11.999	           1.000	          11.700	          28.137
           1.000	           1.000	         -11.999	          -0.001	           1.000	          11.800	         -16.360	          99.765	         -76.808	      -52774.031	         101.098	         126.965	             NaN	              R+	          11.999	           1.000	          11.800	          28.164
           1.000	           1.000	         -11.999	          -0.001	           1.000	          11.900	         -16.155	         100.238	         -75.649	      -52778.582	         101.531	         126.615	             NaN	              R+	          11.999	           1.000	          11.900	          28.158
           1.000	           1.000	         -11.999	          -0.001	           1.000	          12.000	         -16.132	         100.758	         -74.505	      -52783.133	         102.041	         126.346	             NaN	              R+	          11.999	           1.000	          12.000	          28.155
           1.000	           1.000	         -11.999	          -0.001	           1.000	          12.100	         -16.070	         101.224	         -73.348	      -52787.684	         102.492	         126.033	             NaN	              R+	          11.999	           1.000	          12.100	          28.161
           1.000	           1.000	         -11.999	          -0.001	           1.000	          12.200	         -15.911	         101.591	         -72.168	      -52792.236	         102.829	         125.626	             NaN	              R+	          11.999	           1.000	          12.200	          28.161
           1.000	           1.000	         -11.999	          -0.001	           1.000	          12.300	         -15.806	         101.924	         -71.074	      -52796.787	         103.142	         125.259	             NaN	              R+	          11.999	           1.000	          12.300	          28.130
           1.000	           1.000	         -11.999	          -0.001	           1.000	          12.400	         -15.710	         102.249	         -69.992	      -52801.338	         103.449	         124.902	             NaN	              R+	          11.999	           1.000	          12.400	          28.121
